,Reference,Distorted,MOS,Reference_ID,Distortion_ID,Distortion_Intensity
71,I02.BMP,I02_01_4.bmp,4.0645,02,01,4
72,I02.BMP,I02_02_1.bmp,6.1724,02,02,1
73,I02.BMP,I02_02_2.bmp,6.4688,02,02,2
74,I02.BMP,I02_02_3.bmp,5.4839,02,02,3
75,I02.BMP,I02_02_4.bmp,5.0313,02,02,4
76,I02.BMP,I02_03_1.bmp,4.8387,02,03,1
77,I02.BMP,I02_03_2.bmp,4.0333,02,03,2
78,I02.BMP,I02_03_3.bmp,3.6452,02,03,3
79,I02.BMP,I02_03_4.bmp,3.0938,02,03,4
80,I02.BMP,I02_04_1.bmp,6.1935,02,04,1
81,I02.BMP,I02_04_2.bmp,6.0,02,04,2
82,I02.BMP,I02_04_3.bmp,5.2813,02,04,3
83,I02.BMP,I02_04_4.bmp,4.5484,02,04,4
84,I02.BMP,I02_05_1.bmp,7.0,02,05,1
85,I02.BMP,I02_05_2.bmp,5.8065,02,05,2
86,I02.BMP,I02_05_3.bmp,4.875,02,05,3
87,I02.BMP,I02_05_4.bmp,3.5,02,05,4
88,I02.BMP,I02_06_1.bmp,4.5938,02,06,1
89,I02.BMP,I02_06_2.bmp,4.2188,02,06,2
90,I02.BMP,I02_06_3.bmp,4.0,02,06,3
91,I02.BMP,I02_06_4.bmp,3.5,02,06,4
92,I02.BMP,I02_07_1.bmp,5.7188,02,07,1
93,I02.BMP,I02_07_2.bmp,4.2581,02,07,2
94,I02.BMP,I02_07_3.bmp,3.6452,02,07,3
95,I02.BMP,I02_07_4.bmp,2.9063,02,07,4
96,I02.BMP,I02_08_1.bmp,5.6774,02,08,1
97,I02.BMP,I02_08_2.bmp,4.7097,02,08,2
98,I02.BMP,I02_08_3.bmp,4.0,02,08,3
99,I02.BMP,I02_08_4.bmp,3.125,02,08,4
100,I02.BMP,I02_09_1.bmp,5.6875,02,09,1
101,I02.BMP,I02_09_2.bmp,4.9063,02,09,2
102,I02.BMP,I02_09_3.bmp,3.9032,02,09,3
103,I02.BMP,I02_09_4.bmp,2.2258,02,09,4
104,I02.BMP,I02_10_1.bmp,6.125,02,10,1
105,I02.BMP,I02_10_2.bmp,5.8065,02,10,2
106,I02.BMP,I02_10_3.bmp,3.4375,02,10,3
107,I02.BMP,I02_10_4.bmp,2.5625,02,10,4
108,I02.BMP,I02_11_1.bmp,5.0625,02,11,1
109,I02.BMP,I02_11_2.bmp,2.9355,02,11,2
110,I02.BMP,I02_11_3.bmp,1.2333,02,11,3
111,I02.BMP,I02_11_4.bmp,0.0,02,11,4
112,I02.BMP,I02_12_1.bmp,4.5161,02,12,1
113,I02.BMP,I02_12_2.bmp,3.3226,02,12,2
114,I02.BMP,I02_12_3.bmp,2.8125,02,12,3
115,I02.BMP,I02_12_4.bmp,1.871,02,12,4
116,I02.BMP,I02_13_1.bmp,4.3548,02,13,1
117,I02.BMP,I02_13_2.bmp,3.7333,02,13,2
118,I02.BMP,I02_13_3.bmp,2.7188,02,13,3
119,I02.BMP,I02_13_4.bmp,3.6774,02,13,4
120,I02.BMP,I02_14_1.bmp,6.2581,02,14,1
121,I02.BMP,I02_14_2.bmp,5.5625,02,14,2
122,I02.BMP,I02_14_3.bmp,5.1875,02,14,3
123,I02.BMP,I02_14_4.bmp,4.1563,02,14,4
124,I02.BMP,I02_15_1.bmp,3.25,02,15,1
125,I02.BMP,I02_15_2.bmp,3.6875,02,15,2
126,I02.BMP,I02_15_3.bmp,4.125,02,15,3
127,I02.BMP,I02_15_4.bmp,4.4194,02,15,4
128,I02.BMP,I02_16_1.bmp,6.2813,02,16,1
129,I02.BMP,I02_16_2.bmp,5.5,02,16,2
130,I02.BMP,I02_16_3.bmp,5.4063,02,16,3
131,I02.BMP,I02_16_4.bmp,5.1333,02,16,4
132,I02.BMP,I02_17_1.bmp,6.5313,02,17,1
133,I02.BMP,I02_17_2.bmp,5.2188,02,17,2
134,I02.BMP,I02_17_3.bmp,5.1333,02,17,3
135,I02.BMP,I02_17_4.bmp,4.2188,02,17,4
136,I03.BMP,I03_01_1.bmp,5.5,03,01,1
137,I03.BMP,I03_01_2.bmp,5.0667,03,01,2
138,I03.BMP,I03_01_3.bmp,4.6207,03,01,3
139,I03.BMP,I03_01_4.bmp,4.2414,03,01,4
140,I03.BMP,I03_02_1.bmp,6.3333,03,02,1
141,I03.BMP,I03_02_2.bmp,5.7,03,02,2
142,I03.BMP,I03_02_3.bmp,5.3214,03,02,3
143,I03.BMP,I03_02_4.bmp,4.9655,03,02,4
144,I03.BMP,I03_03_1.bmp,4.3793,03,03,1
145,I03.BMP,I03_03_2.bmp,3.9655,03,03,2
146,I03.BMP,I03_03_3.bmp,3.6,03,03,3
147,I03.BMP,I03_03_4.bmp,3.069,03,03,4
148,I03.BMP,I03_04_1.bmp,6.2333,03,04,1
149,I03.BMP,I03_04_2.bmp,5.4667,03,04,2
150,I03.BMP,I03_04_3.bmp,4.9333,03,04,3
151,I03.BMP,I03_04_4.bmp,4.1429,03,04,4
152,I03.BMP,I03_05_1.bmp,6.3667,03,05,1
153,I03.BMP,I03_05_2.bmp,5.6,03,05,2
154,I03.BMP,I03_05_3.bmp,4.9,03,05,3
155,I03.BMP,I03_05_4.bmp,3.8333,03,05,4
156,I03.BMP,I03_06_1.bmp,4.8966,03,06,1
157,I03.BMP,I03_06_2.bmp,4.5517,03,06,2
158,I03.BMP,I03_06_3.bmp,4.0357,03,06,3
159,I03.BMP,I03_06_4.bmp,3.9,03,06,4
160,I03.BMP,I03_07_1.bmp,4.6897,03,07,1
161,I03.BMP,I03_07_2.bmp,4.0,03,07,2
162,I03.BMP,I03_07_3.bmp,3.8333,03,07,3
163,I03.BMP,I03_07_4.bmp,3.6207,03,07,4
164,I03.BMP,I03_08_1.bmp,5.7931,03,08,1
165,I03.BMP,I03_08_2.bmp,5.2414,03,08,2
166,I03.BMP,I03_08_3.bmp,4.0,03,08,3
167,I03.BMP,I03_08_4.bmp,3.069,03,08,4
168,I03.BMP,I03_09_1.bmp,6.931,03,09,1
169,I03.BMP,I03_09_2.bmp,5.5333,03,09,2
170,I03.BMP,I03_09_3.bmp,4.0345,03,09,3
171,I03.BMP,I03_09_4.bmp,2.1786,03,09,4
172,I03.BMP,I03_10_1.bmp,6.3929,03,10,1
173,I03.BMP,I03_10_2.bmp,5.4138,03,10,2
174,I03.BMP,I03_10_3.bmp,3.1667,03,10,3
175,I03.BMP,I03_10_4.bmp,2.2667,03,10,4
176,I03.BMP,I03_11_1.bmp,4.1379,03,11,1
177,I03.BMP,I03_11_2.bmp,2.8667,03,11,2
178,I03.BMP,I03_11_3.bmp,1.1379,03,11,3
179,I03.BMP,I03_11_4.bmp,0.1667,03,11,4
180,I03.BMP,I03_12_1.bmp,4.3667,03,12,1
181,I03.BMP,I03_12_2.bmp,3.1333,03,12,2
182,I03.BMP,I03_12_3.bmp,3.1333,03,12,3
183,I03.BMP,I03_12_4.bmp,2.3333,03,12,4
184,I03.BMP,I03_13_1.bmp,3.8,03,13,1
185,I03.BMP,I03_13_2.bmp,3.9667,03,13,2
186,I03.BMP,I03_13_3.bmp,3.3448,03,13,3
187,I03.BMP,I03_13_4.bmp,2.4333,03,13,4
188,I03.BMP,I03_14_1.bmp,6.0345,03,14,1
189,I03.BMP,I03_14_2.bmp,5.1,03,14,2
190,I03.BMP,I03_14_3.bmp,4.2069,03,14,3
191,I03.BMP,I03_14_4.bmp,3.2,03,14,4
192,I03.BMP,I03_15_1.bmp,3.069,03,15,1
193,I03.BMP,I03_15_2.bmp,4.2333,03,15,2
194,I03.BMP,I03_15_3.bmp,4.3,03,15,3
195,I03.BMP,I03_15_4.bmp,4.7931,03,15,4
196,I03.BMP,I03_16_1.bmp,6.6,03,16,1
197,I03.BMP,I03_16_2.bmp,6.4333,03,16,2
198,I03.BMP,I03_16_3.bmp,6.4828,03,16,3
199,I03.BMP,I03_16_4.bmp,5.7586,03,16,4
200,I03.BMP,I03_17_1.bmp,7.2,03,17,1
201,I03.BMP,I03_17_2.bmp,5.5333,03,17,2
202,I03.BMP,I03_17_3.bmp,7.0667,03,17,3
203,I03.BMP,I03_17_4.bmp,4.5333,03,17,4
204,I04.BMP,I04_01_1.bmp,5.4286,04,01,1
205,I04.BMP,I04_01_2.bmp,4.9429,04,01,2
206,I04.BMP,I04_01_3.bmp,4.6176,04,01,3
207,I04.BMP,I04_01_4.bmp,4.1429,04,01,4
208,I04.BMP,I04_02_1.bmp,6.2857,04,02,1
209,I04.BMP,I04_02_2.bmp,5.6765,04,02,2
210,I04.BMP,I04_02_3.bmp,5.1471,04,02,3
211,I04.BMP,I04_02_4.bmp,4.6471,04,02,4
212,I04.BMP,I04_03_1.bmp,4.4412,04,03,1
213,I04.BMP,I04_03_2.bmp,3.9143,04,03,2
214,I04.BMP,I04_03_3.bmp,3.3529,04,03,3
215,I04.BMP,I04_03_4.bmp,3.1176,04,03,4
216,I04.BMP,I04_04_1.bmp,6.2,04,04,1
217,I04.BMP,I04_04_2.bmp,6.2424,04,04,2
218,I04.BMP,I04_04_3.bmp,5.6286,04,04,3
219,I04.BMP,I04_04_4.bmp,4.9714,04,04,4
220,I04.BMP,I04_05_1.bmp,6.1176,04,05,1
221,I04.BMP,I04_05_2.bmp,5.3235,04,05,2
222,I04.BMP,I04_05_3.bmp,4.5152,04,05,3
223,I04.BMP,I04_05_4.bmp,4.0588,04,05,4
224,I04.BMP,I04_06_1.bmp,4.7941,04,06,1
225,I04.BMP,I04_06_2.bmp,4.4118,04,06,2
226,I04.BMP,I04_06_3.bmp,4.0286,04,06,3
227,I04.BMP,I04_06_4.bmp,3.7647,04,06,4
228,I04.BMP,I04_07_1.bmp,4.0588,04,07,1
229,I04.BMP,I04_07_2.bmp,3.6765,04,07,2
230,I04.BMP,I04_07_3.bmp,3.1212,04,07,3
231,I04.BMP,I04_07_4.bmp,2.8235,04,07,4
232,I04.BMP,I04_08_1.bmp,6.2121,04,08,1
233,I04.BMP,I04_08_2.bmp,5.5714,04,08,2
234,I04.BMP,I04_08_3.bmp,4.9394,04,08,3
235,I04.BMP,I04_08_4.bmp,3.7059,04,08,4
236,I04.BMP,I04_09_1.bmp,6.1471,04,09,1
237,I04.BMP,I04_09_2.bmp,5.4286,04,09,2
238,I04.BMP,I04_09_3.bmp,4.0588,04,09,3
239,I04.BMP,I04_09_4.bmp,2.6286,04,09,4
240,I04.BMP,I04_10_1.bmp,6.1471,04,10,1
241,I04.BMP,I04_10_2.bmp,5.2857,04,10,2
242,I04.BMP,I04_10_3.bmp,3.1765,04,10,3
243,I04.BMP,I04_10_4.bmp,1.8235,04,10,4
244,I04.BMP,I04_11_1.bmp,3.8182,04,11,1
245,I04.BMP,I04_11_2.bmp,2.8286,04,11,2
246,I04.BMP,I04_11_3.bmp,1.7714,04,11,3
247,I04.BMP,I04_11_4.bmp,0.0606,04,11,4
248,I04.BMP,I04_12_1.bmp,4.8857,04,12,1
249,I04.BMP,I04_12_2.bmp,4.3429,04,12,2
250,I04.BMP,I04_12_3.bmp,3.0286,04,12,3
251,I04.BMP,I04_12_4.bmp,2.5882,04,12,4
252,I04.BMP,I04_13_1.bmp,3.8571,04,13,1
253,I04.BMP,I04_13_2.bmp,3.2857,04,13,2
254,I04.BMP,I04_13_3.bmp,3.7143,04,13,3
255,I04.BMP,I04_13_4.bmp,2.5152,04,13,4
256,I04.BMP,I04_14_1.bmp,6.2941,04,14,1
257,I04.BMP,I04_14_2.bmp,6.1143,04,14,2
258,I04.BMP,I04_14_3.bmp,4.5294,04,14,3
259,I04.BMP,I04_14_4.bmp,3.7647,04,14,4
260,I04.BMP,I04_15_1.bmp,2.4118,04,15,1
261,I04.BMP,I04_15_2.bmp,3.4706,04,15,2
262,I04.BMP,I04_15_3.bmp,4.0857,04,15,3
263,I04.BMP,I04_15_4.bmp,4.5714,04,15,4
264,I04.BMP,I04_16_1.bmp,6.3333,04,16,1
265,I04.BMP,I04_16_2.bmp,6.2571,04,16,2
266,I04.BMP,I04_16_3.bmp,5.6857,04,16,3
267,I04.BMP,I04_16_4.bmp,5.7714,04,16,4
268,I04.BMP,I04_17_1.bmp,7.2059,04,17,1
269,I04.BMP,I04_17_2.bmp,5.1765,04,17,2
270,I04.BMP,I04_17_3.bmp,7.7143,04,17,3
271,I04.BMP,I04_17_4.bmp,4.3235,04,17,4
272,I05.BMP,I05_01_1.bmp,5.8788,05,01,1
273,I05.BMP,I05_01_2.bmp,5.0323,05,01,2
274,I05.BMP,I05_01_3.bmp,4.5152,05,01,3
275,I05.BMP,I05_01_4.bmp,3.8387,05,01,4
276,I05.BMP,I05_02_1.bmp,5.5938,05,02,1
277,I05.BMP,I05_02_2.bmp,5.9697,05,02,2
278,I05.BMP,I05_02_3.bmp,5.2424,05,02,3
279,I05.BMP,I05_02_4.bmp,4.7742,05,02,4
280,I05.BMP,I05_03_1.bmp,4.6061,05,03,1
281,I05.BMP,I05_03_2.bmp,3.8182,05,03,2
282,I05.BMP,I05_03_3.bmp,3.5938,05,03,3
283,I05.BMP,I05_03_4.bmp,2.7813,05,03,4
284,I05.BMP,I05_04_1.bmp,6.0,05,04,1
285,I05.BMP,I05_04_2.bmp,5.625,05,04,2
286,I05.BMP,I05_04_3.bmp,5.4375,05,04,3
287,I05.BMP,I05_04_4.bmp,4.6875,05,04,4
288,I05.BMP,I05_05_1.bmp,6.0606,05,05,1
289,I05.BMP,I05_05_2.bmp,5.3636,05,05,2
290,I05.BMP,I05_05_3.bmp,4.3333,05,05,3
291,I05.BMP,I05_05_4.bmp,3.1563,05,05,4
292,I05.BMP,I05_06_1.bmp,4.3939,05,06,1
293,I05.BMP,I05_06_2.bmp,3.9394,05,06,2
294,I05.BMP,I05_06_3.bmp,3.5938,05,06,3
295,I05.BMP,I05_06_4.bmp,3.0323,05,06,4
296,I05.BMP,I05_07_1.bmp,5.5758,05,07,1
297,I05.BMP,I05_07_2.bmp,4.8182,05,07,2
298,I05.BMP,I05_07_3.bmp,3.7813,05,07,3
299,I05.BMP,I05_07_4.bmp,3.0909,05,07,4
300,I05.BMP,I05_08_1.bmp,4.875,05,08,1
301,I05.BMP,I05_08_2.bmp,3.8485,05,08,2
302,I05.BMP,I05_08_3.bmp,3.1212,05,08,3
303,I05.BMP,I05_08_4.bmp,1.1515,05,08,4
304,I05.BMP,I05_09_1.bmp,6.3125,05,09,1
305,I05.BMP,I05_09_2.bmp,5.4242,05,09,2
306,I05.BMP,I05_09_3.bmp,3.4688,05,09,3
307,I05.BMP,I05_09_4.bmp,1.6667,05,09,4
308,I05.BMP,I05_10_1.bmp,5.5625,05,10,1
309,I05.BMP,I05_10_2.bmp,4.6667,05,10,2
310,I05.BMP,I05_10_3.bmp,3.625,05,10,3
311,I05.BMP,I05_10_4.bmp,1.8182,05,10,4
312,I05.BMP,I05_11_1.bmp,5.697,05,11,1
313,I05.BMP,I05_11_2.bmp,5.0323,05,11,2
314,I05.BMP,I05_11_3.bmp,3.871,05,11,3
315,I05.BMP,I05_11_4.bmp,2.5152,05,11,4
316,I05.BMP,I05_12_1.bmp,6.2121,05,12,1
317,I05.BMP,I05_12_2.bmp,5.375,05,12,2
318,I05.BMP,I05_12_3.bmp,4.1875,05,12,3
319,I05.BMP,I05_12_4.bmp,2.5938,05,12,4
320,I05.BMP,I05_13_1.bmp,5.7188,05,13,1
321,I05.BMP,I05_13_2.bmp,3.9394,05,13,2
322,I05.BMP,I05_13_3.bmp,3.5938,05,13,3
323,I05.BMP,I05_13_4.bmp,2.3438,05,13,4
324,I05.BMP,I05_14_1.bmp,6.1818,05,14,1
325,I05.BMP,I05_14_2.bmp,6.3438,05,14,2
326,I05.BMP,I05_14_3.bmp,5.5455,05,14,3
327,I05.BMP,I05_14_4.bmp,4.6364,05,14,4
328,I05.BMP,I05_15_1.bmp,2.25,05,15,1
329,I05.BMP,I05_15_2.bmp,3.1212,05,15,2
330,I05.BMP,I05_15_3.bmp,3.4242,05,15,3
331,I05.BMP,I05_15_4.bmp,4.0,05,15,4
332,I05.BMP,I05_16_1.bmp,5.7188,05,16,1
333,I05.BMP,I05_16_2.bmp,5.9063,05,16,2
334,I05.BMP,I05_16_3.bmp,5.0,05,16,3
335,I05.BMP,I05_16_4.bmp,5.0938,05,16,4
336,I05.BMP,I05_17_1.bmp,7.0313,05,17,1
337,I05.BMP,I05_17_2.bmp,4.6667,05,17,2
338,I05.BMP,I05_17_3.bmp,6.9394,05,17,3
339,I05.BMP,I05_17_4.bmp,3.4848,05,17,4
340,I06.BMP,I06_01_1.bmp,5.75,06,01,1
341,I06.BMP,I06_01_2.bmp,5.3333,06,01,2
342,I06.BMP,I06_01_3.bmp,4.7838,06,01,3
343,I06.BMP,I06_01_4.bmp,4.1351,06,01,4
344,I06.BMP,I06_02_1.bmp,6.6,06,02,1
345,I06.BMP,I06_02_2.bmp,6.1111,06,02,2
346,I06.BMP,I06_02_3.bmp,5.4167,06,02,3
347,I06.BMP,I06_02_4.bmp,4.9714,06,02,4
348,I06.BMP,I06_03_1.bmp,4.5405,06,03,1
349,I06.BMP,I06_03_2.bmp,3.973,06,03,2
350,I06.BMP,I06_03_3.bmp,3.3889,06,03,3
351,I06.BMP,I06_03_4.bmp,2.7838,06,03,4
352,I06.BMP,I06_04_1.bmp,6.3243,06,04,1
353,I06.BMP,I06_04_2.bmp,5.7143,06,04,2
354,I06.BMP,I06_04_3.bmp,5.3611,06,04,3
355,I06.BMP,I06_04_4.bmp,4.7647,06,04,4
356,I06.BMP,I06_05_1.bmp,6.0811,06,05,1
357,I06.BMP,I06_05_2.bmp,5.4324,06,05,2
358,I06.BMP,I06_05_3.bmp,4.7027,06,05,3
359,I06.BMP,I06_05_4.bmp,3.4857,06,05,4
360,I06.BMP,I06_06_1.bmp,4.8649,06,06,1
361,I06.BMP,I06_06_2.bmp,4.4865,06,06,2
362,I06.BMP,I06_06_3.bmp,4.1389,06,06,3
363,I06.BMP,I06_06_4.bmp,3.5556,06,06,4
364,I06.BMP,I06_07_1.bmp,5.1944,06,07,1
365,I06.BMP,I06_07_2.bmp,4.6944,06,07,2
366,I06.BMP,I06_07_3.bmp,3.2286,06,07,3
367,I06.BMP,I06_07_4.bmp,3.0833,06,07,4
368,I06.BMP,I06_08_1.bmp,4.8889,06,08,1
369,I06.BMP,I06_08_2.bmp,4.1389,06,08,2
370,I06.BMP,I06_08_3.bmp,3.1944,06,08,3
371,I06.BMP,I06_08_4.bmp,2.1622,06,08,4
372,I06.BMP,I06_09_1.bmp,6.3333,06,09,1
373,I06.BMP,I06_09_2.bmp,5.1111,06,09,2
374,I06.BMP,I06_09_3.bmp,3.3243,06,09,3
375,I06.BMP,I06_09_4.bmp,1.4571,06,09,4
376,I06.BMP,I06_10_1.bmp,6.1081,06,10,1
377,I06.BMP,I06_10_2.bmp,5.2703,06,10,2
378,I06.BMP,I06_10_3.bmp,3.3333,06,10,3
379,I06.BMP,I06_10_4.bmp,1.5135,06,10,4
380,I06.BMP,I06_11_1.bmp,5.7838,06,11,1
381,I06.BMP,I06_11_2.bmp,5.1111,06,11,2
382,I06.BMP,I06_11_3.bmp,3.1111,06,11,3
383,I06.BMP,I06_11_4.bmp,0.1429,06,11,4
384,I06.BMP,I06_12_1.bmp,4.5556,06,12,1
385,I06.BMP,I06_12_2.bmp,4.1389,06,12,2
386,I06.BMP,I06_12_3.bmp,3.6667,06,12,3
387,I06.BMP,I06_12_4.bmp,4.1622,06,12,4
388,I06.BMP,I06_13_1.bmp,5.1892,06,13,1
389,I06.BMP,I06_13_2.bmp,4.4444,06,13,2
390,I06.BMP,I06_13_3.bmp,3.4444,06,13,3
391,I06.BMP,I06_13_4.bmp,2.6389,06,13,4
392,I06.BMP,I06_14_1.bmp,6.3784,06,14,1
393,I06.BMP,I06_14_2.bmp,5.1351,06,14,2
394,I06.BMP,I06_14_3.bmp,4.5,06,14,3
395,I06.BMP,I06_14_4.bmp,4.25,06,14,4
396,I06.BMP,I06_15_1.bmp,2.5556,06,15,1
397,I06.BMP,I06_15_2.bmp,3.25,06,15,2
398,I06.BMP,I06_15_3.bmp,4.0278,06,15,3
399,I06.BMP,I06_15_4.bmp,4.4324,06,15,4
400,I06.BMP,I06_16_1.bmp,6.8333,06,16,1
401,I06.BMP,I06_16_2.bmp,5.6111,06,16,2
402,I06.BMP,I06_16_3.bmp,5.8108,06,16,3
403,I06.BMP,I06_16_4.bmp,4.9459,06,16,4
404,I06.BMP,I06_17_1.bmp,6.5405,06,17,1
405,I06.BMP,I06_17_2.bmp,4.6111,06,17,2
406,I06.BMP,I06_17_3.bmp,6.0,06,17,3
407,I06.BMP,I06_17_4.bmp,3.7143,06,17,4
408,I07.BMP,I07_01_1.bmp,5.5455,07,01,1
409,I07.BMP,I07_01_2.bmp,4.9091,07,01,2
410,I07.BMP,I07_01_3.bmp,4.8182,07,01,3
411,I07.BMP,I07_01_4.bmp,4.0,07,01,4
412,I07.BMP,I07_02_1.bmp,6.0909,07,02,1
413,I07.BMP,I07_02_2.bmp,6.0,07,02,2
414,I07.BMP,I07_02_3.bmp,5.3333,07,02,3
415,I07.BMP,I07_02_4.bmp,5.0588,07,02,4
416,I07.BMP,I07_03_1.bmp,4.6563,07,03,1
417,I07.BMP,I07_03_2.bmp,4.0882,07,03,2
418,I07.BMP,I07_03_3.bmp,3.3824,07,03,3
419,I07.BMP,I07_03_4.bmp,2.8235,07,03,4
420,I07.BMP,I07_04_1.bmp,6.2727,07,04,1
421,I07.BMP,I07_04_2.bmp,5.7273,07,04,2
422,I07.BMP,I07_04_3.bmp,5.4516,07,04,3
423,I07.BMP,I07_04_4.bmp,4.5,07,04,4
424,I07.BMP,I07_05_1.bmp,6.4516,07,05,1
425,I07.BMP,I07_05_2.bmp,5.7879,07,05,2
426,I07.BMP,I07_05_3.bmp,4.8125,07,05,3
427,I07.BMP,I07_05_4.bmp,3.7353,07,05,4
428,I07.BMP,I07_06_1.bmp,4.8788,07,06,1
429,I07.BMP,I07_06_2.bmp,4.8182,07,06,2
430,I07.BMP,I07_06_3.bmp,4.1515,07,06,3
431,I07.BMP,I07_06_4.bmp,3.7353,07,06,4
432,I07.BMP,I07_07_1.bmp,5.3636,07,07,1
433,I07.BMP,I07_07_2.bmp,4.2059,07,07,2
434,I07.BMP,I07_07_3.bmp,3.6667,07,07,3
435,I07.BMP,I07_07_4.bmp,2.7353,07,07,4
436,I07.BMP,I07_08_1.bmp,5.7576,07,08,1
437,I07.BMP,I07_08_2.bmp,4.6765,07,08,2
438,I07.BMP,I07_08_3.bmp,3.6471,07,08,3
439,I07.BMP,I07_08_4.bmp,2.6667,07,08,4
440,I07.BMP,I07_09_1.bmp,6.2353,07,09,1
441,I07.BMP,I07_09_2.bmp,5.5,07,09,2
442,I07.BMP,I07_09_3.bmp,3.9688,07,09,3
443,I07.BMP,I07_09_4.bmp,2.4118,07,09,4
444,I07.BMP,I07_10_1.bmp,6.1765,07,10,1
445,I07.BMP,I07_10_2.bmp,5.0,07,10,2
446,I07.BMP,I07_10_3.bmp,3.6471,07,10,3
447,I07.BMP,I07_10_4.bmp,2.2424,07,10,4
448,I07.BMP,I07_11_1.bmp,4.8235,07,11,1
449,I07.BMP,I07_11_2.bmp,3.5938,07,11,2
450,I07.BMP,I07_11_3.bmp,2.0,07,11,3
