Reference,Distorted_0,Distorted_1,MOS_0,MOS_1,Reference_ID_0,Distortion_ID_0,Distortion_Intensity_0,Reference_ID_1,Distortion_ID_1,Distortion_Intensity_1
I01.BMP,I01_01_1.bmp,I01_17_2.bmp,5.9706,4.9714,1,1,1,1,17,2
I01.BMP,I01_01_1.bmp,I01_17_3.bmp,5.9706,6.1944,1,1,1,1,17,3
I01.BMP,I01_01_1.bmp,I01_17_4.bmp,5.9706,3.9722,1,1,1,1,17,4
I01.BMP,I01_01_2.bmp,I01_01_3.bmp,5.4167,4.5556,1,1,2,1,1,3
I01.BMP,I01_01_2.bmp,I01_01_4.bmp,5.4167,4.3143,1,1,2,1,1,4
I01.BMP,I01_01_2.bmp,I01_02_1.bmp,5.4167,6.1429,1,1,2,1,2,1
I01.BMP,I01_01_2.bmp,I01_02_2.bmp,5.4167,5.7941,1,1,2,1,2,2
I01.BMP,I01_01_2.bmp,I01_02_3.bmp,5.4167,5.4444,1,1,2,1,2,3
I01.BMP,I01_01_2.bmp,I01_02_4.bmp,5.4167,4.9143,1,1,2,1,2,4
I01.BMP,I01_01_2.bmp,I01_03_1.bmp,5.4167,4.8056,1,1,2,1,3,1
I01.BMP,I01_01_2.bmp,I01_03_2.bmp,5.4167,4.0286,1,1,2,1,3,2
I01.BMP,I01_01_2.bmp,I01_03_3.bmp,5.4167,3.5278,1,1,2,1,3,3
I01.BMP,I01_01_2.bmp,I01_03_4.bmp,5.4167,2.75,1,1,2,1,3,4
I01.BMP,I01_01_2.bmp,I01_04_1.bmp,5.4167,6.0286,1,1,2,1,4,1
I01.BMP,I01_01_2.bmp,I01_04_2.bmp,5.4167,5.9714,1,1,2,1,4,2
I01.BMP,I01_01_2.bmp,I01_04_3.bmp,5.4167,5.7429,1,1,2,1,4,3
I01.BMP,I01_01_2.bmp,I01_04_4.bmp,5.4167,4.8286,1,1,2,1,4,4
I01.BMP,I01_01_2.bmp,I01_05_1.bmp,5.4167,5.8571,1,1,2,1,5,1
I01.BMP,I01_01_2.bmp,I01_05_2.bmp,5.4167,5.6111,1,1,2,1,5,2
I01.BMP,I01_01_2.bmp,I01_05_3.bmp,5.4167,4.8571,1,1,2,1,5,3
I01.BMP,I01_01_2.bmp,I01_05_4.bmp,5.4167,3.5429,1,1,2,1,5,4
I01.BMP,I01_01_2.bmp,I01_06_1.bmp,5.4167,4.4706,1,1,2,1,6,1
I01.BMP,I01_01_2.bmp,I01_06_2.bmp,5.4167,4.2286,1,1,2,1,6,2
I01.BMP,I01_01_2.bmp,I01_06_3.bmp,5.4167,4.0294,1,1,2,1,6,3
I01.BMP,I01_01_2.bmp,I01_06_4.bmp,5.4167,3.3056,1,1,2,1,6,4
I01.BMP,I01_01_2.bmp,I01_07_1.bmp,5.4167,4.7778,1,1,2,1,7,1
I01.BMP,I01_01_2.bmp,I01_07_2.bmp,5.4167,4.1111,1,1,2,1,7,2
I01.BMP,I01_01_2.bmp,I01_07_3.bmp,5.4167,3.2,1,1,2,1,7,3
I01.BMP,I01_01_2.bmp,I01_07_4.bmp,5.4167,2.1667,1,1,2,1,7,4
I01.BMP,I01_01_2.bmp,I01_08_1.bmp,5.4167,4.7353,1,1,2,1,8,1
I01.BMP,I01_01_2.bmp,I01_08_2.bmp,5.4167,3.9143,1,1,2,1,8,2
I01.BMP,I01_01_2.bmp,I01_08_3.bmp,5.4167,3.2778,1,1,2,1,8,3
I01.BMP,I01_01_2.bmp,I01_08_4.bmp,5.4167,2.1765,1,1,2,1,8,4
I01.BMP,I01_01_2.bmp,I01_09_1.bmp,5.4167,5.7143,1,1,2,1,9,1
I01.BMP,I01_01_2.bmp,I01_09_2.bmp,5.4167,4.9143,1,1,2,1,9,2
I01.BMP,I01_01_2.bmp,I01_09_3.bmp,5.4167,3.0,1,1,2,1,9,3
I01.BMP,I01_01_2.bmp,I01_09_4.bmp,5.4167,1.2,1,1,2,1,9,4
I01.BMP,I01_01_2.bmp,I01_10_1.bmp,5.4167,5.9444,1,1,2,1,10,1
I01.BMP,I01_01_2.bmp,I01_10_2.bmp,5.4167,5.1667,1,1,2,1,10,2
I01.BMP,I01_01_2.bmp,I01_10_3.bmp,5.4167,3.3056,1,1,2,1,10,3
I01.BMP,I01_01_2.bmp,I01_10_4.bmp,5.4167,1.4571,1,1,2,1,10,4
I01.BMP,I01_01_2.bmp,I01_11_1.bmp,5.4167,5.8,1,1,2,1,11,1
I01.BMP,I01_01_2.bmp,I01_11_2.bmp,5.4167,5.1667,1,1,2,1,11,2
I01.BMP,I01_01_2.bmp,I01_11_3.bmp,5.4167,3.5556,1,1,2,1,11,3
I01.BMP,I01_01_2.bmp,I01_11_4.bmp,5.4167,1.0,1,1,2,1,11,4
I01.BMP,I01_01_2.bmp,I01_12_1.bmp,5.4167,6.4242,1,1,2,1,12,1
I01.BMP,I01_01_2.bmp,I01_12_2.bmp,5.4167,4.3056,1,1,2,1,12,2
I01.BMP,I01_01_2.bmp,I01_12_3.bmp,5.4167,4.1111,1,1,2,1,12,3
I01.BMP,I01_01_2.bmp,I01_12_4.bmp,5.4167,3.3889,1,1,2,1,12,4
I01.BMP,I01_01_2.bmp,I01_13_1.bmp,5.4167,4.1714,1,1,2,1,13,1
I01.BMP,I01_01_2.bmp,I01_13_2.bmp,5.4167,3.8235,1,1,2,1,13,2
I01.BMP,I01_01_2.bmp,I01_13_3.bmp,5.4167,3.5143,1,1,2,1,13,3
I01.BMP,I01_01_2.bmp,I01_13_4.bmp,5.4167,3.1765,1,1,2,1,13,4
I01.BMP,I01_01_2.bmp,I01_14_1.bmp,5.4167,6.3429,1,1,2,1,14,1
I01.BMP,I01_01_2.bmp,I01_14_2.bmp,5.4167,6.3429,1,1,2,1,14,2
I01.BMP,I01_01_2.bmp,I01_14_3.bmp,5.4167,5.6944,1,1,2,1,14,3
I01.BMP,I01_01_2.bmp,I01_14_4.bmp,5.4167,4.6111,1,1,2,1,14,4
I01.BMP,I01_01_2.bmp,I01_15_1.bmp,5.4167,2.5143,1,1,2,1,15,1
I01.BMP,I01_01_2.bmp,I01_15_2.bmp,5.4167,2.9706,1,1,2,1,15,2
I01.BMP,I01_01_2.bmp,I01_15_3.bmp,5.4167,3.8571,1,1,2,1,15,3
I01.BMP,I01_01_2.bmp,I01_15_4.bmp,5.4167,4.2778,1,1,2,1,15,4
I01.BMP,I01_01_2.bmp,I01_16_1.bmp,5.4167,5.9412,1,1,2,1,16,1
I01.BMP,I01_01_2.bmp,I01_16_2.bmp,5.4167,5.6286,1,1,2,1,16,2
I01.BMP,I01_01_2.bmp,I01_16_3.bmp,5.4167,5.8889,1,1,2,1,16,3
I01.BMP,I01_01_2.bmp,I01_16_4.bmp,5.4167,4.8571,1,1,2,1,16,4
I01.BMP,I01_01_2.bmp,I01_17_1.bmp,5.4167,6.5,1,1,2,1,17,1
I01.BMP,I01_01_2.bmp,I01_17_2.bmp,5.4167,4.9714,1,1,2,1,17,2
I01.BMP,I01_01_2.bmp,I01_17_3.bmp,5.4167,6.1944,1,1,2,1,17,3
I01.BMP,I01_01_2.bmp,I01_17_4.bmp,5.4167,3.9722,1,1,2,1,17,4
I01.BMP,I01_01_3.bmp,I01_01_4.bmp,4.5556,4.3143,1,1,3,1,1,4
I01.BMP,I01_01_3.bmp,I01_02_1.bmp,4.5556,6.1429,1,1,3,1,2,1
I01.BMP,I01_01_3.bmp,I01_02_2.bmp,4.5556,5.7941,1,1,3,1,2,2
I01.BMP,I01_01_3.bmp,I01_02_3.bmp,4.5556,5.4444,1,1,3,1,2,3
I01.BMP,I01_01_3.bmp,I01_02_4.bmp,4.5556,4.9143,1,1,3,1,2,4
I01.BMP,I01_01_3.bmp,I01_03_1.bmp,4.5556,4.8056,1,1,3,1,3,1
I01.BMP,I01_01_3.bmp,I01_03_2.bmp,4.5556,4.0286,1,1,3,1,3,2
I01.BMP,I01_01_3.bmp,I01_03_3.bmp,4.5556,3.5278,1,1,3,1,3,3
I01.BMP,I01_01_3.bmp,I01_03_4.bmp,4.5556,2.75,1,1,3,1,3,4
I01.BMP,I01_01_3.bmp,I01_04_1.bmp,4.5556,6.0286,1,1,3,1,4,1
I01.BMP,I01_01_3.bmp,I01_04_2.bmp,4.5556,5.9714,1,1,3,1,4,2
I01.BMP,I01_01_3.bmp,I01_04_3.bmp,4.5556,5.7429,1,1,3,1,4,3
I01.BMP,I01_01_3.bmp,I01_04_4.bmp,4.5556,4.8286,1,1,3,1,4,4
I01.BMP,I01_01_3.bmp,I01_05_1.bmp,4.5556,5.8571,1,1,3,1,5,1
I01.BMP,I01_01_3.bmp,I01_05_2.bmp,4.5556,5.6111,1,1,3,1,5,2
I01.BMP,I01_01_3.bmp,I01_05_3.bmp,4.5556,4.8571,1,1,3,1,5,3
I01.BMP,I01_01_3.bmp,I01_05_4.bmp,4.5556,3.5429,1,1,3,1,5,4
I01.BMP,I01_01_3.bmp,I01_06_1.bmp,4.5556,4.4706,1,1,3,1,6,1
I01.BMP,I01_01_3.bmp,I01_06_2.bmp,4.5556,4.2286,1,1,3,1,6,2
I01.BMP,I01_01_3.bmp,I01_06_3.bmp,4.5556,4.0294,1,1,3,1,6,3
I01.BMP,I01_01_3.bmp,I01_06_4.bmp,4.5556,3.3056,1,1,3,1,6,4
I01.BMP,I01_01_3.bmp,I01_07_1.bmp,4.5556,4.7778,1,1,3,1,7,1
I01.BMP,I01_01_3.bmp,I01_07_2.bmp,4.5556,4.1111,1,1,3,1,7,2
I01.BMP,I01_01_3.bmp,I01_07_3.bmp,4.5556,3.2,1,1,3,1,7,3
I01.BMP,I01_01_3.bmp,I01_07_4.bmp,4.5556,2.1667,1,1,3,1,7,4
I01.BMP,I01_01_3.bmp,I01_08_1.bmp,4.5556,4.7353,1,1,3,1,8,1
I01.BMP,I01_01_3.bmp,I01_08_2.bmp,4.5556,3.9143,1,1,3,1,8,2
I01.BMP,I01_01_3.bmp,I01_08_3.bmp,4.5556,3.2778,1,1,3,1,8,3
I01.BMP,I01_01_3.bmp,I01_08_4.bmp,4.5556,2.1765,1,1,3,1,8,4
I01.BMP,I01_01_3.bmp,I01_09_1.bmp,4.5556,5.7143,1,1,3,1,9,1
I01.BMP,I01_01_3.bmp,I01_09_2.bmp,4.5556,4.9143,1,1,3,1,9,2
I01.BMP,I01_01_3.bmp,I01_09_3.bmp,4.5556,3.0,1,1,3,1,9,3
I01.BMP,I01_01_3.bmp,I01_09_4.bmp,4.5556,1.2,1,1,3,1,9,4
I01.BMP,I01_01_3.bmp,I01_10_1.bmp,4.5556,5.9444,1,1,3,1,10,1
I01.BMP,I01_01_3.bmp,I01_10_2.bmp,4.5556,5.1667,1,1,3,1,10,2
I01.BMP,I01_01_3.bmp,I01_10_3.bmp,4.5556,3.3056,1,1,3,1,10,3
I01.BMP,I01_01_3.bmp,I01_10_4.bmp,4.5556,1.4571,1,1,3,1,10,4
I01.BMP,I01_01_3.bmp,I01_11_1.bmp,4.5556,5.8,1,1,3,1,11,1
I01.BMP,I01_01_3.bmp,I01_11_2.bmp,4.5556,5.1667,1,1,3,1,11,2
I01.BMP,I01_01_3.bmp,I01_11_3.bmp,4.5556,3.5556,1,1,3,1,11,3
I01.BMP,I01_01_3.bmp,I01_11_4.bmp,4.5556,1.0,1,1,3,1,11,4
I01.BMP,I01_01_3.bmp,I01_12_1.bmp,4.5556,6.4242,1,1,3,1,12,1
I01.BMP,I01_01_3.bmp,I01_12_2.bmp,4.5556,4.3056,1,1,3,1,12,2
I01.BMP,I01_01_3.bmp,I01_12_3.bmp,4.5556,4.1111,1,1,3,1,12,3
I01.BMP,I01_01_3.bmp,I01_12_4.bmp,4.5556,3.3889,1,1,3,1,12,4
I01.BMP,I01_01_3.bmp,I01_13_1.bmp,4.5556,4.1714,1,1,3,1,13,1
I01.BMP,I01_01_3.bmp,I01_13_2.bmp,4.5556,3.8235,1,1,3,1,13,2
I01.BMP,I01_01_3.bmp,I01_13_3.bmp,4.5556,3.5143,1,1,3,1,13,3
I01.BMP,I01_01_3.bmp,I01_13_4.bmp,4.5556,3.1765,1,1,3,1,13,4
I01.BMP,I01_01_3.bmp,I01_14_1.bmp,4.5556,6.3429,1,1,3,1,14,1
I01.BMP,I01_01_3.bmp,I01_14_2.bmp,4.5556,6.3429,1,1,3,1,14,2
I01.BMP,I01_01_3.bmp,I01_14_3.bmp,4.5556,5.6944,1,1,3,1,14,3
I01.BMP,I01_01_3.bmp,I01_14_4.bmp,4.5556,4.6111,1,1,3,1,14,4
I01.BMP,I01_01_3.bmp,I01_15_1.bmp,4.5556,2.5143,1,1,3,1,15,1
I01.BMP,I01_01_3.bmp,I01_15_2.bmp,4.5556,2.9706,1,1,3,1,15,2
I01.BMP,I01_01_3.bmp,I01_15_3.bmp,4.5556,3.8571,1,1,3,1,15,3
I01.BMP,I01_01_3.bmp,I01_15_4.bmp,4.5556,4.2778,1,1,3,1,15,4
I01.BMP,I01_01_3.bmp,I01_16_1.bmp,4.5556,5.9412,1,1,3,1,16,1
I01.BMP,I01_01_3.bmp,I01_16_2.bmp,4.5556,5.6286,1,1,3,1,16,2
I01.BMP,I01_01_3.bmp,I01_16_3.bmp,4.5556,5.8889,1,1,3,1,16,3
I01.BMP,I01_01_3.bmp,I01_16_4.bmp,4.5556,4.8571,1,1,3,1,16,4
I01.BMP,I01_01_3.bmp,I01_17_1.bmp,4.5556,6.5,1,1,3,1,17,1
I01.BMP,I01_01_3.bmp,I01_17_2.bmp,4.5556,4.9714,1,1,3,1,17,2
I01.BMP,I01_01_3.bmp,I01_17_3.bmp,4.5556,6.1944,1,1,3,1,17,3
I01.BMP,I01_01_3.bmp,I01_17_4.bmp,4.5556,3.9722,1,1,3,1,17,4
I01.BMP,I01_01_4.bmp,I01_02_1.bmp,4.3143,6.1429,1,1,4,1,2,1
I01.BMP,I01_01_4.bmp,I01_02_2.bmp,4.3143,5.7941,1,1,4,1,2,2
I01.BMP,I01_01_4.bmp,I01_02_3.bmp,4.3143,5.4444,1,1,4,1,2,3
I01.BMP,I01_01_4.bmp,I01_02_4.bmp,4.3143,4.9143,1,1,4,1,2,4
I01.BMP,I01_01_4.bmp,I01_03_1.bmp,4.3143,4.8056,1,1,4,1,3,1
I01.BMP,I01_01_4.bmp,I01_03_2.bmp,4.3143,4.0286,1,1,4,1,3,2
I01.BMP,I01_01_4.bmp,I01_03_3.bmp,4.3143,3.5278,1,1,4,1,3,3
I01.BMP,I01_01_4.bmp,I01_03_4.bmp,4.3143,2.75,1,1,4,1,3,4
I01.BMP,I01_01_4.bmp,I01_04_1.bmp,4.3143,6.0286,1,1,4,1,4,1
I01.BMP,I01_01_4.bmp,I01_04_2.bmp,4.3143,5.9714,1,1,4,1,4,2
I01.BMP,I01_01_4.bmp,I01_04_3.bmp,4.3143,5.7429,1,1,4,1,4,3
I01.BMP,I01_01_4.bmp,I01_04_4.bmp,4.3143,4.8286,1,1,4,1,4,4
I01.BMP,I01_01_4.bmp,I01_05_1.bmp,4.3143,5.8571,1,1,4,1,5,1
I01.BMP,I01_01_4.bmp,I01_05_2.bmp,4.3143,5.6111,1,1,4,1,5,2
I01.BMP,I01_01_4.bmp,I01_05_3.bmp,4.3143,4.8571,1,1,4,1,5,3
I01.BMP,I01_01_4.bmp,I01_05_4.bmp,4.3143,3.5429,1,1,4,1,5,4
I01.BMP,I01_01_4.bmp,I01_06_1.bmp,4.3143,4.4706,1,1,4,1,6,1
I01.BMP,I01_01_4.bmp,I01_06_2.bmp,4.3143,4.2286,1,1,4,1,6,2
I01.BMP,I01_01_4.bmp,I01_06_3.bmp,4.3143,4.0294,1,1,4,1,6,3
I01.BMP,I01_01_4.bmp,I01_06_4.bmp,4.3143,3.3056,1,1,4,1,6,4
I01.BMP,I01_01_4.bmp,I01_07_1.bmp,4.3143,4.7778,1,1,4,1,7,1
I01.BMP,I01_01_4.bmp,I01_07_2.bmp,4.3143,4.1111,1,1,4,1,7,2
I01.BMP,I01_01_4.bmp,I01_07_3.bmp,4.3143,3.2,1,1,4,1,7,3
I01.BMP,I01_01_4.bmp,I01_07_4.bmp,4.3143,2.1667,1,1,4,1,7,4
I01.BMP,I01_01_4.bmp,I01_08_1.bmp,4.3143,4.7353,1,1,4,1,8,1
I01.BMP,I01_01_4.bmp,I01_08_2.bmp,4.3143,3.9143,1,1,4,1,8,2
I01.BMP,I01_01_4.bmp,I01_08_3.bmp,4.3143,3.2778,1,1,4,1,8,3
I01.BMP,I01_01_4.bmp,I01_08_4.bmp,4.3143,2.1765,1,1,4,1,8,4
I01.BMP,I01_01_4.bmp,I01_09_1.bmp,4.3143,5.7143,1,1,4,1,9,1
I01.BMP,I01_01_4.bmp,I01_09_2.bmp,4.3143,4.9143,1,1,4,1,9,2
I01.BMP,I01_01_4.bmp,I01_09_3.bmp,4.3143,3.0,1,1,4,1,9,3
I01.BMP,I01_01_4.bmp,I01_09_4.bmp,4.3143,1.2,1,1,4,1,9,4
I01.BMP,I01_01_4.bmp,I01_10_1.bmp,4.3143,5.9444,1,1,4,1,10,1
I01.BMP,I01_01_4.bmp,I01_10_2.bmp,4.3143,5.1667,1,1,4,1,10,2
I01.BMP,I01_01_4.bmp,I01_10_3.bmp,4.3143,3.3056,1,1,4,1,10,3
I01.BMP,I01_01_4.bmp,I01_10_4.bmp,4.3143,1.4571,1,1,4,1,10,4
I01.BMP,I01_01_4.bmp,I01_11_1.bmp,4.3143,5.8,1,1,4,1,11,1
I01.BMP,I01_01_4.bmp,I01_11_2.bmp,4.3143,5.1667,1,1,4,1,11,2
I01.BMP,I01_01_4.bmp,I01_11_3.bmp,4.3143,3.5556,1,1,4,1,11,3
I01.BMP,I01_01_4.bmp,I01_11_4.bmp,4.3143,1.0,1,1,4,1,11,4
I01.BMP,I01_01_4.bmp,I01_12_1.bmp,4.3143,6.4242,1,1,4,1,12,1
I01.BMP,I01_01_4.bmp,I01_12_2.bmp,4.3143,4.3056,1,1,4,1,12,2
I01.BMP,I01_01_4.bmp,I01_12_3.bmp,4.3143,4.1111,1,1,4,1,12,3
I01.BMP,I01_01_4.bmp,I01_12_4.bmp,4.3143,3.3889,1,1,4,1,12,4
I01.BMP,I01_01_4.bmp,I01_13_1.bmp,4.3143,4.1714,1,1,4,1,13,1
I01.BMP,I01_01_4.bmp,I01_13_2.bmp,4.3143,3.8235,1,1,4,1,13,2
I01.BMP,I01_01_4.bmp,I01_13_3.bmp,4.3143,3.5143,1,1,4,1,13,3
I01.BMP,I01_01_4.bmp,I01_13_4.bmp,4.3143,3.1765,1,1,4,1,13,4
I01.BMP,I01_01_4.bmp,I01_14_1.bmp,4.3143,6.3429,1,1,4,1,14,1
I01.BMP,I01_01_4.bmp,I01_14_2.bmp,4.3143,6.3429,1,1,4,1,14,2
I01.BMP,I01_01_4.bmp,I01_14_3.bmp,4.3143,5.6944,1,1,4,1,14,3
I01.BMP,I01_01_4.bmp,I01_14_4.bmp,4.3143,4.6111,1,1,4,1,14,4
I01.BMP,I01_01_4.bmp,I01_15_1.bmp,4.3143,2.5143,1,1,4,1,15,1
I01.BMP,I01_01_4.bmp,I01_15_2.bmp,4.3143,2.9706,1,1,4,1,15,2
I01.BMP,I01_01_4.bmp,I01_15_3.bmp,4.3143,3.8571,1,1,4,1,15,3
I01.BMP,I01_01_4.bmp,I01_15_4.bmp,4.3143,4.2778,1,1,4,1,15,4
I01.BMP,I01_01_4.bmp,I01_16_1.bmp,4.3143,5.9412,1,1,4,1,16,1
I01.BMP,I01_01_4.bmp,I01_16_2.bmp,4.3143,5.6286,1,1,4,1,16,2
I01.BMP,I01_01_4.bmp,I01_16_3.bmp,4.3143,5.8889,1,1,4,1,16,3
I01.BMP,I01_01_4.bmp,I01_16_4.bmp,4.3143,4.8571,1,1,4,1,16,4
I01.BMP,I01_01_4.bmp,I01_17_1.bmp,4.3143,6.5,1,1,4,1,17,1
I01.BMP,I01_01_4.bmp,I01_17_2.bmp,4.3143,4.9714,1,1,4,1,17,2
I01.BMP,I01_01_4.bmp,I01_17_3.bmp,4.3143,6.1944,1,1,4,1,17,3
I01.BMP,I01_01_4.bmp,I01_17_4.bmp,4.3143,3.9722,1,1,4,1,17,4
I01.BMP,I01_02_1.bmp,I01_02_2.bmp,6.1429,5.7941,1,2,1,1,2,2
I01.BMP,I01_02_1.bmp,I01_02_3.bmp,6.1429,5.4444,1,2,1,1,2,3
I01.BMP,I01_02_1.bmp,I01_02_4.bmp,6.1429,4.9143,1,2,1,1,2,4
I01.BMP,I01_02_1.bmp,I01_03_1.bmp,6.1429,4.8056,1,2,1,1,3,1
I01.BMP,I01_02_1.bmp,I01_03_2.bmp,6.1429,4.0286,1,2,1,1,3,2
I01.BMP,I01_02_1.bmp,I01_03_3.bmp,6.1429,3.5278,1,2,1,1,3,3
I01.BMP,I01_02_1.bmp,I01_03_4.bmp,6.1429,2.75,1,2,1,1,3,4
I01.BMP,I01_02_1.bmp,I01_04_1.bmp,6.1429,6.0286,1,2,1,1,4,1
I01.BMP,I01_02_1.bmp,I01_04_2.bmp,6.1429,5.9714,1,2,1,1,4,2
